% number of locations
36
% for each location: node, x, y
0, 0, 0
1, 855, 345
2, 811, 283
3, 706, 872
4, 811, 156
5, 328, 225
6, 815, 312
7, 832, 452
8, 931, 272
9, 794, 393
10, 835, 227
11, 827, 429
12, 789, 323
13, 806, 338
14, 804, 216
15, 726, 219
16, 866, 347
17, 808, 307
18, 748, 873
19, 682, 829
20, 649, 945
21, 731, 782
22, 702, 818
23, 661, 876
24, 786, 178
25, 756, 151
26, 827, 43
27, 812, 202
28, 770, 145
29, 752, 47
30, 309, 223
31, 308, 167
32, 296, 210
33, 315, 168
34, 351, 227
35, 346, 251
% number of vessels
7
% number of vessel types
3
% for each vesseltype: vessel_id, battery range, operational cost, speed, passenger capacity, fixed cost
1, 1500, 3, 20, 12, 15000 
2, 2000, 6, 22, 17, 17500 
3, 2750, 11, 25, 25, 22500 
% number of charging stations
5
% for each charging station: node, x, y
1, 855, 345
2, 811, 283
3, 706, 872
4, 811, 156
5, 328, 225
% number of jobs
30
% for each job: node, crew needed
(2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0)
(3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0)
(4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0)
(5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0)
(2, 29.27), (1, 51.86), (2, 29.27), (3, 570.51), (4, 156.05), (5, 494.71), (2, 29.27), (1, 51.86), (2, 29.27), (1, 51.86), (2, 29.27), (1, 51.86), (2, 29.27), (2, 29.27), (2, 29.27), (2, 29.27), (1, 51.86), (2, 29.27), (1, 51.86), (1, 51.86), (3, 570.51), (1, 51.86), (1, 51.86), (3, 570.51), (2, 29.27), (2, 29.27), (2, 29.27), (2, 29.27), (2, 29.27), (2, 29.27), (5, 494.71), (2, 29.27), (5, 494.71), (2, 29.27), (2, 29.27), (2, 29.27)
(5, 552.76), (1, 109.44), (2, 170.3), (3, 438.49), (4, 296.74), (5, 552.76), (1, 109.44), (1, 109.44), (1, 109.44), (1, 109.44), (1, 109.44), (1, 109.44), (1, 109.44), (1, 109.44), (2, 170.3), (2, 170.3), (1, 109.44), (1, 109.44), (3, 438.49), (3, 438.49), (3, 438.49), (3, 438.49), (3, 438.49), (3, 438.49), (2, 170.3), (2, 170.3), (2, 170.3), (2, 170.3), (2, 170.3), (2, 170.3), (5, 552.76), (5, 552.76), (5, 552.76), (5, 552.76), (5, 552.76), (5, 552.76)
(2, 120.5), (1, 105.38), (2, 120.5), (3, 640.8), (4, 166.9), (5, 604.83), (2, 120.5), (1, 105.38), (1, 105.38), (1, 105.38), (2, 120.5), (1, 105.38), (2, 120.5), (1, 105.38), (2, 120.5), (2, 120.5), (1, 105.38), (2, 120.5), (1, 105.38), (1, 105.38), (3, 640.8), (1, 105.38), (1, 105.38), (1, 105.38), (4, 166.9), (4, 166.9), (4, 166.9), (2, 120.5), (4, 166.9), (4, 166.9), (5, 604.83), (2, 120.5), (5, 604.83), (2, 120.5), (2, 120.5), (2, 120.5)
(5, 495.36), (1, 77.62), (2, 111.31), (3, 487.02), (4, 237.61), (5, 495.36), (1, 77.62), (1, 77.62), (1, 77.62), (1, 77.62), (2, 111.31), (1, 77.62), (1, 77.62), (1, 77.62), (2, 111.31), (2, 111.31), (1, 77.62), (2, 111.31), (3, 487.02), (3, 487.02), (3, 487.02), (1, 77.62), (3, 487.02), (3, 487.02), (2, 111.31), (2, 111.31), (4, 237.61), (2, 111.31), (2, 111.31), (2, 111.31), (5, 495.36), (5, 495.36), (5, 495.36), (5, 495.36), (5, 495.36), (5, 495.36)
(4, 74.95), (1, 119.68), (2, 60.93), (3, 657.77), (4, 74.95), (5, 507.0), (2, 60.93), (1, 119.68), (2, 60.93), (2, 60.93), (2, 60.93), (2, 60.93), (2, 60.93), (2, 60.93), (2, 60.93), (2, 60.93), (1, 119.68), (2, 60.93), (2, 60.93), (2, 60.93), (2, 60.93), (2, 60.93), (2, 60.93), (2, 60.93), (4, 74.95), (4, 74.95), (4, 74.95), (4, 74.95), (4, 74.95), (4, 74.95), (5, 507.0), (5, 507.0), (5, 507.0), (5, 507.0), (2, 60.93), (2, 60.93)
(5, 539.09), (1, 88.54), (2, 146.87), (3, 459.23), (4, 273.47), (5, 539.09), (1, 88.54), (1, 88.54), (1, 88.54), (1, 88.54), (2, 146.87), (1, 88.54), (1, 88.54), (1, 88.54), (2, 146.87), (2, 146.87), (1, 88.54), (1, 88.54), (3, 459.23), (3, 459.23), (3, 459.23), (1, 88.54), (3, 459.23), (3, 459.23), (2, 146.87), (2, 146.87), (2, 146.87), (2, 146.87), (2, 146.87), (2, 146.87), (5, 539.09), (5, 539.09), (5, 539.09), (5, 539.09), (5, 539.09), (5, 539.09)
(5, 471.3), (1, 69.57), (2, 45.65), (3, 555.24), (4, 168.44), (5, 471.3), (2, 45.65), (1, 69.57), (2, 45.65), (1, 69.57), (2, 45.65), (1, 69.57), (2, 45.65), (2, 45.65), (2, 45.65), (2, 45.65), (1, 69.57), (2, 45.65), (3, 555.24), (1, 69.57), (3, 555.24), (1, 69.57), (1, 69.57), (3, 555.24), (2, 45.65), (2, 45.65), (4, 168.44), (2, 45.65), (2, 45.65), (2, 45.65), (5, 471.3), (5, 471.3), (5, 471.3), (5, 471.3), (5, 471.3), (5, 471.3)
(5, 491.18), (1, 49.5), (2, 55.23), (3, 543.28), (4, 182.07), (5, 491.18), (2, 55.23), (1, 49.5), (1, 49.5), (1, 49.5), (2, 55.23), (1, 49.5), (2, 55.23), (1, 49.5), (2, 55.23), (2, 55.23), (1, 49.5), (2, 55.23), (3, 543.28), (1, 49.5), (3, 543.28), (1, 49.5), (1, 49.5), (3, 543.28), (2, 55.23), (2, 55.23), (2, 55.23), (2, 55.23), (2, 55.23), (2, 55.23), (5, 491.18), (5, 491.18), (5, 491.18), (5, 491.18), (5, 491.18), (2, 55.23)
(5, 476.09), (1, 138.72), (2, 67.36), (3, 663.28), (4, 60.41), (5, 476.09), (2, 67.36), (2, 67.36), (2, 67.36), (2, 67.36), (2, 67.36), (2, 67.36), (2, 67.36), (2, 67.36), (4, 60.41), (4, 60.41), (1, 138.72), (2, 67.36), (2, 67.36), (2, 67.36), (2, 67.36), (2, 67.36), (2, 67.36), (2, 67.36), (4, 60.41), (4, 60.41), (4, 60.41), (4, 60.41), (4, 60.41), (4, 60.41), (5, 476.09), (5, 476.09), (5, 476.09), (5, 476.09), (5, 476.09), (5, 476.09)
(5, 398.05), (1, 180.32), (2, 106.4), (3, 653.31), (4, 105.8), (5, 398.05), (2, 106.4), (2, 106.4), (2, 106.4), (2, 106.4), (2, 106.4), (2, 106.4), (2, 106.4), (2, 106.4), (4, 105.8), (4, 105.8), (2, 106.4), (2, 106.4), (3, 653.31), (2, 106.4), (3, 653.31), (2, 106.4), (2, 106.4), (3, 653.31), (4, 105.8), (4, 105.8), (4, 105.8), (4, 105.8), (4, 105.8), (4, 105.8), (5, 398.05), (5, 398.05), (5, 398.05), (5, 398.05), (5, 398.05), (5, 398.05)
(1, 11.18), (1, 11.18), (2, 84.39), (3, 548.84), (4, 198.76), (5, 551.66), (1, 11.18), (1, 11.18), (1, 11.18), (1, 11.18), (1, 11.18), (1, 11.18), (1, 11.18), (1, 11.18), (1, 11.18), (2, 84.39), (1, 11.18), (1, 11.18), (1, 11.18), (1, 11.18), (3, 548.84), (1, 11.18), (1, 11.18), (1, 11.18), (1, 11.18), (2, 84.39), (4, 198.76), (1, 11.18), (2, 84.39), (4, 198.76), (1, 11.18), (1, 11.18), (1, 11.18), (1, 11.18), (1, 11.18), (1, 11.18)
(2, 24.19), (1, 60.44), (2, 24.19), (3, 574.13), (4, 151.03), (5, 486.95), (2, 24.19), (1, 60.44), (2, 24.19), (2, 24.19), (2, 24.19), (1, 60.44), (2, 24.19), (2, 24.19), (2, 24.19), (2, 24.19), (1, 60.44), (2, 24.19), (1, 60.44), (1, 60.44), (3, 574.13), (1, 60.44), (1, 60.44), (3, 574.13), (2, 24.19), (2, 24.19), (2, 24.19), (2, 24.19), (2, 24.19), (2, 24.19), (5, 486.95), (2, 24.19), (5, 486.95), (2, 24.19), (2, 24.19), (2, 24.19)
(3, 42.01), (1, 538.73), (2, 593.35), (3, 42.01), (4, 719.76), (5, 772.21), (1, 538.73), (3, 42.01), (1, 538.73), (3, 42.01), (2, 593.35), (3, 42.01), (3, 42.01), (3, 42.01), (2, 593.35), (3, 42.01), (1, 538.73), (1, 538.73), (3, 42.01), (3, 42.01), (3, 42.01), (3, 42.01), (3, 42.01), (3, 42.01), (2, 593.35), (2, 593.35), (2, 593.35), (2, 593.35), (2, 593.35), (2, 593.35), (5, 772.21), (5, 772.21), (5, 772.21), (5, 772.21), (3, 42.01), (3, 42.01)
(5, 700.09), (1, 513.99), (2, 561.03), (3, 49.24), (4, 685.25), (5, 700.09), (1, 513.99), (3, 49.24), (1, 513.99), (3, 49.24), (2, 561.03), (3, 49.24), (1, 513.99), (1, 513.99), (2, 561.03), (2, 561.03), (1, 513.99), (1, 513.99), (3, 49.24), (3, 49.24), (3, 49.24), (3, 49.24), (3, 49.24), (3, 49.24), (2, 561.03), (2, 561.03), (4, 685.25), (2, 561.03), (2, 561.03), (2, 561.03), (5, 700.09), (5, 700.09), (5, 700.09), (5, 700.09), (5, 700.09), (5, 700.09)
(5, 788.32), (1, 634.38), (2, 681.53), (3, 92.62), (4, 805.46), (5, 788.32), (3, 92.62), (3, 92.62), (3, 92.62), (3, 92.62), (2, 681.53), (3, 92.62), (3, 92.62), (3, 92.62), (2, 681.53), (3, 92.62), (3, 92.62), (3, 92.62), (3, 92.62), (3, 92.62), (3, 92.62), (3, 92.62), (3, 92.62), (3, 92.62), (2, 681.53), (3, 92.62), (4, 805.46), (2, 681.53), (3, 92.62), (3, 92.62), (5, 788.32), (5, 788.32), (5, 788.32), (5, 788.32), (5, 788.32), (3, 92.62)
(5, 687.5), (1, 454.25), (2, 505.37), (3, 93.41), (4, 631.09), (5, 687.5), (1, 454.25), (3, 93.41), (1, 454.25), (1, 454.25), (2, 505.37), (1, 454.25), (1, 454.25), (1, 454.25), (2, 505.37), (2, 505.37), (1, 454.25), (1, 454.25), (3, 93.41), (3, 93.41), (3, 93.41), (3, 93.41), (3, 93.41), (3, 93.41), (2, 505.37), (2, 505.37), (4, 631.09), (2, 505.37), (2, 505.37), (2, 505.37), (5, 687.5), (5, 687.5), (5, 687.5), (5, 687.5), (5, 687.5), (5, 687.5)
(5, 701.09), (1, 497.13), (2, 545.99), (3, 54.15), (4, 670.91), (5, 701.09), (1, 497.13), (3, 54.15), (1, 497.13), (3, 54.15), (2, 545.99), (3, 54.15), (1, 497.13), (1, 497.13), (2, 545.99), (2, 545.99), (1, 497.13), (1, 497.13), (3, 54.15), (3, 54.15), (3, 54.15), (3, 54.15), (3, 54.15), (3, 54.15), (2, 545.99), (2, 545.99), (4, 670.91), (2, 545.99), (2, 545.99), (2, 545.99), (5, 701.09), (5, 701.09), (5, 701.09), (5, 701.09), (5, 701.09), (5, 701.09)
(5, 731.22), (1, 565.33), (2, 611.68), (3, 45.18), (4, 735.46), (5, 731.22), (3, 45.18), (3, 45.18), (1, 565.33), (3, 45.18), (2, 611.68), (3, 45.18), (3, 45.18), (3, 45.18), (2, 611.68), (3, 45.18), (1, 565.33), (3, 45.18), (3, 45.18), (3, 45.18), (3, 45.18), (3, 45.18), (3, 45.18), (3, 45.18), (2, 611.68), (2, 611.68), (4, 735.46), (2, 611.68), (2, 611.68), (2, 611.68), (5, 731.22), (5, 731.22), (5, 731.22), (5, 731.22), (5, 731.22), (5, 731.22)
(5, 460.41), (1, 180.69), (2, 107.94), (3, 698.6), (4, 33.3), (5, 460.41), (2, 107.94), (2, 107.94), (4, 33.3), (2, 107.94), (4, 33.3), (2, 107.94), (2, 107.94), (2, 107.94), (4, 33.3), (4, 33.3), (1, 180.69), (2, 107.94), (2, 107.94), (2, 107.94), (2, 107.94), (2, 107.94), (2, 107.94), (2, 107.94), (4, 33.3), (4, 33.3), (4, 33.3), (4, 33.3), (4, 33.3), (4, 33.3), (5, 460.41), (5, 460.41), (5, 460.41), (5, 460.41), (5, 460.41), (5, 460.41)
(5, 434.35), (1, 217.8), (2, 143.0), (3, 722.73), (4, 55.23), (5, 434.35), (2, 143.0), (2, 143.0), (4, 55.23), (2, 143.0), (4, 55.23), (2, 143.0), (2, 143.0), (2, 143.0), (4, 55.23), (4, 55.23), (2, 143.0), (2, 143.0), (2, 143.0), (2, 143.0), (3, 722.73), (2, 143.0), (2, 143.0), (2, 143.0), (4, 55.23), (4, 55.23), (4, 55.23), (4, 55.23), (4, 55.23), (4, 55.23), (5, 434.35), (5, 434.35), (5, 434.35), (5, 434.35), (5, 434.35), (5, 434.35)
(5, 531.15), (1, 303.3), (2, 240.53), (3, 837.78), (4, 114.13), (5, 531.15), (2, 240.53), (2, 240.53), (4, 114.13), (4, 114.13), (4, 114.13), (2, 240.53), (4, 114.13), (2, 240.53), (4, 114.13), (4, 114.13), (4, 114.13), (2, 240.53), (2, 240.53), (4, 114.13), (4, 114.13), (4, 114.13), (4, 114.13), (4, 114.13), (4, 114.13), (4, 114.13), (4, 114.13), (4, 114.13), (4, 114.13), (4, 114.13), (5, 531.15), (5, 531.15), (5, 531.15), (5, 531.15), (5, 531.15), (5, 531.15)
(4, 46.01), (1, 149.33), (2, 81.01), (3, 678.33), (4, 46.01), (5, 484.55), (2, 81.01), (2, 81.01), (2, 81.01), (2, 81.01), (4, 46.01), (2, 81.01), (2, 81.01), (2, 81.01), (4, 46.01), (4, 46.01), (1, 149.33), (2, 81.01), (2, 81.01), (2, 81.01), (2, 81.01), (2, 81.01), (2, 81.01), (2, 81.01), (4, 46.01), (4, 46.01), (4, 46.01), (4, 46.01), (4, 46.01), (4, 46.01), (5, 484.55), (5, 484.55), (5, 484.55), (4, 46.01), (5, 484.55), (5, 484.55)
(5, 449.18), (1, 217.31), (2, 143.96), (3, 729.81), (4, 42.45), (5, 449.18), (2, 143.96), (2, 143.96), (4, 42.45), (2, 143.96), (4, 42.45), (2, 143.96), (2, 143.96), (2, 143.96), (4, 42.45), (4, 42.45), (2, 143.96), (2, 143.96), (2, 143.96), (2, 143.96), (3, 729.81), (2, 143.96), (2, 143.96), (2, 143.96), (4, 42.45), (4, 42.45), (4, 42.45), (4, 42.45), (4, 42.45), (4, 42.45), (5, 449.18), (5, 449.18), (5, 449.18), (5, 449.18), (5, 449.18), (5, 449.18)
(5, 459.85), (1, 315.3), (2, 243.26), (3, 826.28), (4, 123.94), (5, 459.85), (2, 243.26), (2, 243.26), (4, 123.94), (2, 243.26), (4, 123.94), (2, 243.26), (2, 243.26), (2, 243.26), (4, 123.94), (4, 123.94), (4, 123.94), (2, 243.26), (2, 243.26), (2, 243.26), (3, 826.28), (2, 243.26), (2, 243.26), (2, 243.26), (4, 123.94), (4, 123.94), (4, 123.94), (4, 123.94), (4, 123.94), (4, 123.94), (5, 459.85), (5, 459.85), (5, 459.85), (5, 459.85), (5, 459.85), (5, 459.85)
(5, 19.1), (1, 559.46), (2, 505.57), (3, 760.8), (4, 506.45), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (1, 559.46), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1), (5, 19.1)
(5, 61.35), (1, 575.23), (2, 516.2), (3, 809.59), (4, 503.12), (5, 61.35), (2, 516.2), (5, 61.35), (2, 516.2), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (1, 575.23), (2, 516.2), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35), (5, 61.35)
(5, 35.34), (1, 575.07), (2, 520.15), (3, 778.68), (4, 517.82), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (1, 575.07), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34), (5, 35.34)
(5, 58.46), (1, 568.27), (2, 509.16), (3, 805.29), (4, 496.15), (5, 58.46), (2, 509.16), (5, 58.46), (2, 509.16), (5, 58.46), (5, 58.46), (5, 58.46), (5, 58.46), (5, 58.46), (5, 58.46), (5, 58.46), (1, 568.27), (2, 509.16), (5, 58.46), (5, 58.46), (5, 58.46), (5, 58.46), (5, 58.46), (5, 58.46), (5, 58.46), (5, 58.46), (5, 58.46), (4, 496.15), (5, 58.46), (5, 58.46), (5, 58.46), (5, 58.46), (5, 58.46), (5, 58.46), (5, 58.46), (5, 58.46)
(5, 23.09), (1, 517.63), (2, 463.4), (3, 736.24), (4, 465.45), (5, 23.09), (2, 463.4), (5, 23.09), (2, 463.4), (5, 23.09), (2, 463.4), (5, 23.09), (5, 23.09), (5, 23.09), (5, 23.09), (5, 23.09), (1, 517.63), (2, 463.4), (3, 736.24), (5, 23.09), (5, 23.09), (5, 23.09), (5, 23.09), (5, 23.09), (5, 23.09), (5, 23.09), (5, 23.09), (5, 23.09), (5, 23.09), (5, 23.09), (5, 23.09), (5, 23.09), (5, 23.09), (5, 23.09), (5, 23.09), (5, 23.09)
(5, 31.62), (1, 517.61), (2, 466.1), (3, 717.8), (4, 474.61), (5, 31.62), (2, 466.1), (5, 31.62), (2, 466.1), (5, 31.62), (2, 466.1), (5, 31.62), (5, 31.62), (2, 466.1), (5, 31.62), (5, 31.62), (1, 517.61), (2, 466.1), (3, 717.8), (5, 31.62), (3, 717.8), (5, 31.62), (5, 31.62), (5, 31.62), (5, 31.62), (5, 31.62), (5, 31.62), (5, 31.62), (5, 31.62), (5, 31.62), (5, 31.62), (5, 31.62), (5, 31.62), (5, 31.62), (5, 31.62), (5, 31.62)
% Distances 
0.0, 921.98, 858.96, 1121.97, 825.87, 397.75, 872.68, 946.85, 969.92, 885.94, 865.31, 931.65, 852.55, 874.0, 832.51, 758.31, 932.93, 864.36, 1149.62, 1073.48, 1146.4, 1070.46, 1077.93, 1097.4, 805.9, 770.93, 828.12, 836.75, 783.53, 753.47, 381.06, 350.36, 362.93, 357.0, 418.01, 427.45
921.98, 0.0, 76.03, 547.66, 194.05, 540.49, 51.86, 109.44, 105.38, 77.62, 119.68, 88.54, 69.57, 49.5, 138.72, 180.32, 11.18, 60.44, 538.73, 513.99, 634.38, 454.25, 497.13, 565.33, 180.69, 217.8, 303.3, 149.33, 217.31, 315.3, 559.46, 575.23, 575.07, 568.27, 517.63, 517.61
858.96, 76.03, 0.0, 598.29, 127.0, 486.47, 29.27, 170.3, 120.5, 111.31, 60.93, 146.87, 45.65, 55.23, 67.36, 106.4, 84.39, 24.19, 593.35, 561.03, 681.53, 505.37, 545.99, 611.68, 107.94, 143.0, 240.53, 81.01, 143.96, 243.26, 505.57, 516.2, 520.15, 509.16, 463.4, 466.1
1121.97, 547.66, 598.29, 0.0, 723.66, 749.33, 570.51, 438.49, 640.8, 487.02, 657.77, 459.23, 555.24, 543.28, 663.28, 653.31, 548.84, 574.13, 42.01, 49.24, 92.62, 93.41, 54.15, 45.18, 698.6, 722.73, 837.78, 678.33, 729.81, 826.28, 760.8, 809.59, 778.68, 805.29, 736.24, 717.8
825.87, 194.05, 127.0, 723.66, 0.0, 487.9, 156.05, 296.74, 166.9, 237.61, 74.95, 273.47, 168.44, 182.07, 60.41, 105.8, 198.76, 151.03, 719.76, 685.25, 805.46, 631.09, 670.91, 735.46, 33.3, 55.23, 114.13, 46.01, 42.45, 123.94, 506.45, 503.12, 517.82, 496.15, 465.45, 474.61
397.75, 540.49, 486.47, 749.33, 487.9, 0.0, 494.71, 552.76, 604.83, 495.36, 507.0, 539.09, 471.3, 491.18, 476.09, 398.05, 551.66, 486.95, 772.21, 700.09, 788.32, 687.5, 701.09, 731.22, 460.41, 434.35, 531.15, 484.55, 449.18, 459.85, 19.1, 61.35, 35.34, 58.46, 23.09, 31.62
872.68, 51.86, 29.27, 570.51, 156.05, 494.71, 0.0, 141.03, 122.7, 83.68, 87.32, 117.61, 28.23, 27.51, 96.63, 128.72, 61.85, 8.6, 564.99, 533.83, 654.4, 477.45, 518.46, 584.65, 137.1, 171.47, 269.27, 110.04, 172.96, 272.39, 513.77, 527.33, 528.93, 520.32, 471.72, 472.95
946.85, 109.44, 170.3, 438.49, 296.74, 552.76, 141.03, 0.0, 205.43, 70.18, 225.02, 23.54, 135.98, 116.93, 237.66, 255.98, 110.37, 146.97, 429.3, 405.74, 525.87, 345.11, 388.4, 457.18, 277.83, 310.45, 409.03, 250.8, 313.2, 412.83, 570.94, 596.49, 588.1, 589.87, 531.02, 525.92
969.92, 105.38, 120.5, 640.8, 166.9, 604.83, 122.7, 205.43, 0.0, 182.78, 106.02, 188.32, 150.88, 141.35, 138.8, 211.74, 99.25, 127.88, 628.24, 610.12, 729.69, 547.81, 592.08, 661.6, 172.8, 212.76, 251.51, 138.06, 205.06, 287.52, 623.93, 631.79, 638.02, 624.72, 581.74, 585.38
885.94, 77.62, 111.31, 487.02, 237.61, 495.36, 83.68, 70.18, 182.78, 0.0, 170.99, 48.84, 70.18, 56.29, 177.28, 186.82, 85.44, 87.13, 482.2, 450.16, 570.73, 394.07, 434.84, 500.98, 215.15, 244.97, 351.55, 191.85, 249.16, 348.54, 513.93, 535.98, 530.56, 529.21, 473.08, 469.97
865.31, 119.68, 60.93, 657.77, 74.95, 507.0, 87.32, 225.02, 106.02, 170.99, 0.0, 202.16, 106.45, 114.73, 32.89, 109.29, 123.94, 84.43, 651.83, 621.14, 741.7, 564.66, 605.78, 671.92, 69.3, 109.62, 184.17, 33.97, 104.64, 198.21, 526.02, 530.4, 539.27, 523.34, 484.0, 489.59
931.65, 88.54, 146.87, 459.23, 273.47, 539.09, 117.61, 23.54, 188.32, 48.84, 202.16, 0.0, 112.61, 93.39, 214.24, 233.03, 90.8, 123.47, 450.97, 425.47, 545.84, 365.82, 408.59, 476.83, 254.33, 286.92, 386.0, 227.5, 289.66, 389.29, 557.46, 581.38, 574.39, 574.69, 517.09, 512.88
852.55, 69.57, 45.65, 555.24, 168.44, 471.3, 28.23, 135.98, 150.88, 70.18, 106.45, 112.61, 0.0, 22.67, 108.05, 121.59, 80.65, 24.84, 551.53, 517.19, 637.56, 462.65, 502.59, 567.62, 145.03, 175.14, 282.57, 123.17, 179.01, 278.47, 490.31, 505.66, 505.78, 498.7, 448.4, 448.81
