% number of locations
50
% for each location: node, x, y
0, 0, 0
1, 514, 656
2, 369, 437
3, 849, 923
4, 268, 979
5, 648, 447
6, 125, 554
7, 462, 509
8, 514, 611
9, 489, 619
10, 586, 732
11, 488, 640
12, 481, 659
13, 513, 698
14, 402, 398
15, 353, 485
16, 356, 469
17, 344, 363
18, 275, 476
19, 346, 321
20, 811, 820
21, 792, 940
22, 877, 909
23, 848, 836
24, 840, 904
25, 917, 907
26, 227, 967
27, 350, 924
28, 190, 1000
29, 247, 980
30, 273, 980
31, 184, 972
32, 577, 416
33, 683, 483
34, 672, 441
35, 658, 504
36, 584, 436
37, 716, 429
38, 44, 450
39, 129, 548
40, 190, 583
41, 124, 585
42, 226, 559
43, 201, 600
44, 472, 465
45, 407, 548
46, 435, 451
47, 440, 452
48, 488, 448
49, 419, 445
% number of vessels
10
% number of vessel types
3
% for each vesseltype: vessel_id, battery range, operational cost, speed, passenger capacity, fixed cost
1, 1500, 3, 20, 12, 15000 
2, 2000, 6, 22, 17, 17500 
3, 2750, 11, 25, 25, 22500 
% number of charging stations
7
% for each charging station: node, x, y
1, 514, 656
2, 369, 437
3, 849, 923
4, 268, 979
5, 648, 447
6, 125, 554
7, 462, 509
% number of jobs
42
% for each job: node, crew needed
(4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0), (4, 0)
(5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0)
(6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0), (6, 0)
(7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0), (7, 0)
(2, 226.5), (1, 45.0), (2, 226.5), (3, 457.79), (4, 442.65), (5, 211.78), (6, 393.15), (7, 114.49), (1, 45.0), (1, 45.0), (1, 45.0), (1, 45.0), (1, 45.0), (1, 45.0), (7, 114.49), (7, 114.49), (7, 114.49), (7, 114.49), (7, 114.49), (7, 114.49), (1, 45.0), (1, 45.0), (1, 45.0), (1, 45.0), (1, 45.0), (1, 45.0), (1, 45.0), (1, 45.0), (1, 45.0), (4, 442.65), (4, 442.65), (1, 45.0), (7, 114.49), (5, 211.78), (5, 211.78), (1, 45.0), (7, 114.49), (5, 211.78), (6, 393.15), (6, 393.15), (1, 45.0), (6, 393.15), (1, 45.0), (1, 45.0), (7, 114.49), (7, 114.49), (7, 114.49), (7, 114.49), (7, 114.49), (7, 114.49)
(2, 218.0), (1, 44.65), (2, 218.0), (3, 471.19), (4, 422.42), (5, 234.23), (6, 369.76), (7, 113.27), (1, 44.65), (1, 44.65), (1, 44.65), (1, 44.65), (1, 44.65), (1, 44.65), (7, 113.27), (7, 113.27), (7, 113.27), (2, 218.0), (7, 113.27), (7, 113.27), (1, 44.65), (1, 44.65), (1, 44.65), (1, 44.65), (1, 44.65), (1, 44.65), (4, 422.42), (1, 44.65), (4, 422.42), (4, 422.42), (4, 422.42), (1, 44.65), (7, 113.27), (5, 234.23), (5, 234.23), (1, 44.65), (7, 113.27), (5, 234.23), (6, 369.76), (6, 369.76), (1, 44.65), (6, 369.76), (1, 44.65), (1, 44.65), (7, 113.27), (7, 113.27), (7, 113.27), (7, 113.27), (7, 113.27), (7, 113.27)
(1, 104.69), (1, 104.69), (2, 366.22), (3, 325.04), (4, 402.66), (5, 291.67), (6, 494.17), (7, 255.16), (1, 104.69), (1, 104.69), (1, 104.69), (1, 104.69), (1, 104.69), (1, 104.69), (7, 255.16), (1, 104.69), (1, 104.69), (7, 255.16), (1, 104.69), (7, 255.16), (3, 325.04), (3, 325.04), (3, 325.04), (3, 325.04), (3, 325.04), (3, 325.04), (4, 402.66), (1, 104.69), (4, 402.66), (4, 402.66), (4, 402.66), (4, 402.66), (1, 104.69), (5, 291.67), (5, 291.67), (1, 104.69), (1, 104.69), (5, 291.67), (1, 104.69), (6, 494.17), (1, 104.69), (1, 104.69), (1, 104.69), (1, 104.69), (1, 104.69), (1, 104.69), (7, 255.16), (7, 255.16), (1, 104.69), (7, 255.16)
(2, 235.31), (1, 30.53), (2, 235.31), (3, 458.7), (4, 404.13), (5, 250.7), (6, 373.05), (7, 133.56), (1, 30.53), (1, 30.53), (1, 30.53), (1, 30.53), (1, 30.53), (1, 30.53), (7, 133.56), (7, 133.56), (7, 133.56), (2, 235.31), (7, 133.56), (2, 235.31), (1, 30.53), (1, 30.53), (1, 30.53), (1, 30.53), (1, 30.53), (1, 30.53), (4, 404.13), (1, 30.53), (4, 404.13), (4, 404.13), (4, 404.13), (1, 30.53), (1, 30.53), (1, 30.53), (5, 250.7), (1, 30.53), (1, 30.53), (5, 250.7), (6, 373.05), (6, 373.05), (1, 30.53), (6, 373.05), (1, 30.53), (1, 30.53), (7, 133.56), (1, 30.53), (7, 133.56), (7, 133.56), (7, 133.56), (7, 133.56)
(2, 248.65), (1, 33.14), (2, 248.65), (3, 452.9), (4, 384.41), (5, 269.88), (6, 371.16), (7, 151.2), (1, 33.14), (1, 33.14), (1, 33.14), (1, 33.14), (1, 33.14), (1, 33.14), (7, 151.2), (7, 151.2), (7, 151.2), (2, 248.65), (1, 33.14), (2, 248.65), (1, 33.14), (1, 33.14), (1, 33.14), (1, 33.14), (1, 33.14), (1, 33.14), (4, 384.41), (1, 33.14), (4, 384.41), (4, 384.41), (4, 384.41), (4, 384.41), (1, 33.14), (1, 33.14), (5, 269.88), (1, 33.14), (1, 33.14), (1, 33.14), (6, 371.16), (6, 371.16), (1, 33.14), (6, 371.16), (1, 33.14), (1, 33.14), (7, 151.2), (1, 33.14), (7, 151.2), (7, 151.2), (7, 151.2), (7, 151.2)
(2, 298.09), (1, 42.01), (2, 298.09), (3, 404.38), (4, 372.81), (5, 285.0), (6, 413.86), (7, 195.76), (1, 42.01), (1, 42.01), (1, 42.01), (1, 42.01), (1, 42.01), (1, 42.01), (7, 195.76), (1, 42.01), (1, 42.01), (2, 298.09), (1, 42.01), (2, 298.09), (1, 42.01), (1, 42.01), (3, 404.38), (1, 42.01), (3, 404.38), (3, 404.38), (4, 372.81), (1, 42.01), (4, 372.81), (4, 372.81), (4, 372.81), (4, 372.81), (1, 42.01), (1, 42.01), (1, 42.01), (1, 42.01), (1, 42.01), (1, 42.01), (6, 413.86), (6, 413.86), (1, 42.01), (1, 42.01), (1, 42.01), (1, 42.01), (1, 42.01), (1, 42.01), (7, 195.76), (7, 195.76), (1, 42.01), (7, 195.76)
(2, 51.09), (1, 281.26), (2, 51.09), (3, 689.52), (4, 596.25), (5, 250.83), (6, 317.91), (7, 126.18), (7, 126.18), (7, 126.18), (7, 126.18), (7, 126.18), (7, 126.18), (7, 126.18), (2, 51.09), (2, 51.09), (2, 51.09), (2, 51.09), (2, 51.09), (2, 51.09), (7, 126.18), (7, 126.18), (7, 126.18), (7, 126.18), (7, 126.18), (7, 126.18), (2, 51.09), (2, 51.09), (2, 51.09), (2, 51.09), (4, 596.25), (2, 51.09), (2, 51.09), (5, 250.83), (5, 250.83), (5, 250.83), (2, 51.09), (5, 250.83), (2, 51.09), (2, 51.09), (2, 51.09), (2, 51.09), (2, 51.09), (2, 51.09), (2, 51.09), (2, 51.09), (2, 51.09), (2, 51.09), (2, 51.09), (2, 51.09)
(2, 50.6), (1, 234.87), (2, 50.6), (3, 661.71), (4, 501.26), (5, 297.44), (6, 238.21), (7, 111.61), (7, 111.61), (7, 111.61), (1, 234.87), (7, 111.61), (7, 111.61), (1, 234.87), (2, 50.6), (2, 50.6), (2, 50.6), (2, 50.6), (2, 50.6), (2, 50.6), (1, 234.87), (1, 234.87), (1, 234.87), (1, 234.87), (1, 234.87), (1, 234.87), (4, 501.26), (2, 50.6), (4, 501.26), (4, 501.26), (4, 501.26), (4, 501.26), (7, 111.61), (7, 111.61), (5, 297.44), (7, 111.61), (7, 111.61), (5, 297.44), (6, 238.21), (6, 238.21), (2, 50.6), (6, 238.21), (2, 50.6), (2, 50.6), (7, 111.61), (2, 50.6), (2, 50.6), (2, 50.6), (2, 50.6), (2, 50.6)
(2, 34.54), (1, 244.81), (2, 34.54), (3, 670.2), (4, 517.54), (5, 292.83), (6, 246.14), (7, 113.3), (7, 113.3), (7, 113.3), (1, 244.81), (7, 113.3), (7, 113.3), (1, 244.81), (2, 34.54), (2, 34.54), (2, 34.54), (2, 34.54), (2, 34.54), (2, 34.54), (7, 113.3), (1, 244.81), (1, 244.81), (7, 113.3), (1, 244.81), (7, 113.3), (4, 517.54), (2, 34.54), (4, 517.54), (4, 517.54), (4, 517.54), (2, 34.54), (2, 34.54), (7, 113.3), (5, 292.83), (7, 113.3), (2, 34.54), (5, 292.83), (2, 34.54), (6, 246.14), (2, 34.54), (6, 246.14), (2, 34.54), (2, 34.54), (2, 34.54), (2, 34.54), (2, 34.54), (2, 34.54), (2, 34.54), (2, 34.54)
(2, 78.11), (1, 338.75), (2, 78.11), (3, 754.07), (4, 620.67), (5, 315.39), (6, 290.59), (7, 187.72), (7, 187.72), (2, 78.11), (7, 187.72), (2, 78.11), (2, 78.11), (2, 78.11), (2, 78.11), (2, 78.11), (2, 78.11), (2, 78.11), (2, 78.11), (2, 78.11), (7, 187.72), (7, 187.72), (7, 187.72), (7, 187.72), (7, 187.72), (7, 187.72), (2, 78.11), (2, 78.11), (2, 78.11), (2, 78.11), (4, 620.67), (2, 78.11), (2, 78.11), (5, 315.39), (5, 315.39), (5, 315.39), (2, 78.11), (5, 315.39), (2, 78.11), (6, 290.59), (2, 78.11), (6, 290.59), (2, 78.11), (2, 78.11), (2, 78.11), (2, 78.11), (2, 78.11), (2, 78.11), (2, 78.11), (2, 78.11)
(2, 101.77), (1, 299.2), (2, 101.77), (3, 727.52), (4, 503.05), (5, 374.13), (6, 169.07), (7, 189.89), (7, 189.89), (7, 189.89), (1, 299.2), (7, 189.89), (1, 299.2), (1, 299.2), (2, 101.77), (2, 101.77), (2, 101.77), (2, 101.77), (2, 101.77), (2, 101.77), (1, 299.2), (1, 299.2), (1, 299.2), (1, 299.2), (1, 299.2), (1, 299.2), (4, 503.05), (2, 101.77), (4, 503.05), (4, 503.05), (4, 503.05), (4, 503.05), (2, 101.77), (7, 189.89), (5, 374.13), (7, 189.89), (2, 101.77), (5, 374.13), (6, 169.07), (6, 169.07), (6, 169.07), (6, 169.07), (6, 169.07), (6, 169.07), (2, 101.77), (2, 101.77), (2, 101.77), (2, 101.77), (2, 101.77), (2, 101.77)
(2, 118.26), (1, 374.77), (2, 118.26), (3, 784.48), (4, 662.61), (5, 327.23), (6, 321.14), (7, 220.91), (7, 220.91), (7, 220.91), (7, 220.91), (2, 118.26), (2, 118.26), (2, 118.26), (2, 118.26), (2, 118.26), (2, 118.26), (2, 118.26), (2, 118.26), (2, 118.26), (7, 220.91), (7, 220.91), (7, 220.91), (7, 220.91), (7, 220.91), (7, 220.91), (2, 118.26), (2, 118.26), (2, 118.26), (2, 118.26), (4, 662.61), (2, 118.26), (2, 118.26), (5, 327.23), (5, 327.23), (5, 327.23), (2, 118.26), (5, 327.23), (2, 118.26), (6, 321.14), (2, 118.26), (6, 321.14), (2, 118.26), (2, 118.26), (2, 118.26), (2, 118.26), (2, 118.26), (2, 118.26), (2, 118.26), (2, 118.26)
(7, 467.46), (1, 339.27), (2, 584.85), (3, 109.79), (4, 565.8), (5, 407.06), (6, 735.77), (7, 467.46), (1, 339.27), (1, 339.27), (3, 109.79), (1, 339.27), (1, 339.27), (1, 339.27), (7, 467.46), (1, 339.27), (7, 467.46), (7, 467.46), (1, 339.27), (7, 467.46), (3, 109.79), (3, 109.79), (3, 109.79), (3, 109.79), (3, 109.79), (3, 109.79), (4, 565.8), (3, 109.79), (4, 565.8), (4, 565.8), (4, 565.8), (4, 565.8), (5, 407.06), (5, 407.06), (5, 407.06), (5, 407.06), (5, 407.06), (5, 407.06), (1, 339.27), (1, 339.27), (1, 339.27), (1, 339.27), (1, 339.27), (1, 339.27), (7, 467.46), (1, 339.27), (7, 467.46), (7, 467.46), (7, 467.46), (7, 467.46)
(2, 657.22), (1, 397.42), (2, 657.22), (3, 59.48), (4, 525.45), (5, 513.6), (6, 770.64), (7, 542.83), (1, 397.42), (1, 397.42), (3, 59.48), (1, 397.42), (1, 397.42), (1, 397.42), (7, 542.83), (1, 397.42), (1, 397.42), (7, 542.83), (1, 397.42), (7, 542.83), (3, 59.48), (3, 59.48), (3, 59.48), (3, 59.48), (3, 59.48), (3, 59.48), (4, 525.45), (3, 59.48), (4, 525.45), (4, 525.45), (4, 525.45), (4, 525.45), (5, 513.6), (3, 59.48), (5, 513.6), (3, 59.48), (5, 513.6), (3, 59.48), (6, 770.64), (6, 770.64), (1, 397.42), (1, 397.42), (1, 397.42), (1, 397.42), (7, 542.83), (1, 397.42), (7, 542.83), (7, 542.83), (1, 397.42), (7, 542.83)
(7, 576.39), (1, 442.47), (2, 693.43), (3, 31.3), (4, 613.01), (5, 515.64), (6, 831.58), (7, 576.39), (1, 442.47), (1, 442.47), (3, 31.3), (1, 442.47), (1, 442.47), (3, 31.3), (7, 576.39), (1, 442.47), (1, 442.47), (7, 576.39), (1, 442.47), (7, 576.39), (3, 31.3), (3, 31.3), (3, 31.3), (3, 31.3), (3, 31.3), (3, 31.3), (3, 31.3), (3, 31.3), (4, 613.01), (4, 613.01), (3, 31.3), (4, 613.01), (5, 515.64), (3, 31.3), (5, 515.64), (3, 31.3), (5, 515.64), (3, 31.3), (1, 442.47), (6, 831.58), (3, 31.3), (3, 31.3), (1, 442.47), (3, 31.3), (7, 576.39), (1, 442.47), (7, 576.39), (7, 576.39), (3, 31.3), (7, 576.39)
(7, 505.89), (1, 379.42), (2, 623.41), (3, 87.01), (4, 597.37), (5, 437.4), (6, 776.05), (7, 505.89), (1, 379.42), (1, 379.42), (3, 87.01), (1, 379.42), (1, 379.42), (1, 379.42), (7, 505.89), (1, 379.42), (7, 505.89), (7, 505.89), (1, 379.42), (7, 505.89), (3, 87.01), (3, 87.01), (3, 87.01), (3, 87.01), (3, 87.01), (3, 87.01), (4, 597.37), (3, 87.01), (4, 597.37), (4, 597.37), (4, 597.37), (4, 597.37), (5, 437.4), (5, 437.4), (5, 437.4), (5, 437.4), (5, 437.4), (5, 437.4), (1, 379.42), (1, 379.42), (1, 379.42), (1, 379.42), (1, 379.42), (1, 379.42), (7, 505.89), (1, 379.42), (7, 505.89), (7, 505.89), (7, 505.89), (7, 505.89)
(7, 546.73), (1, 409.61), (2, 663.27), (3, 21.02), (4, 576.9), (5, 495.69), (6, 796.07), (7, 546.73), (1, 409.61), (1, 409.61), (3, 21.02), (1, 409.61), (1, 409.61), (3, 21.02), (7, 546.73), (1, 409.61), (1, 409.61), (7, 546.73), (1, 409.61), (7, 546.73), (3, 21.02), (3, 21.02), (3, 21.02), (3, 21.02), (3, 21.02), (3, 21.02), (4, 576.9), (3, 21.02), (4, 576.9), (4, 576.9), (4, 576.9), (4, 576.9), (5, 495.69), (3, 21.02), (5, 495.69), (3, 21.02), (5, 495.69), (3, 21.02), (1, 409.61), (6, 796.07), (1, 409.61), (1, 409.61), (1, 409.61), (1, 409.61), (7, 546.73), (1, 409.61), (7, 546.73), (7, 546.73), (7, 546.73), (7, 546.73)
(7, 604.51), (1, 474.77), (2, 721.94), (3, 69.86), (4, 652.98), (5, 532.88), (6, 867.11), (7, 604.51), (1, 474.77), (1, 474.77), (3, 69.86), (1, 474.77), (1, 474.77), (3, 69.86), (7, 604.51), (1, 474.77), (7, 604.51), (7, 604.51), (1, 474.77), (7, 604.51), (3, 69.86), (3, 69.86), (3, 69.86), (3, 69.86), (3, 69.86), (3, 69.86), (3, 69.86), (3, 69.86), (3, 69.86), (4, 652.98), (3, 69.86), (3, 69.86), (5, 532.88), (3, 69.86), (5, 532.88), (3, 69.86), (5, 532.88), (3, 69.86), (1, 474.77), (6, 867.11), (1, 474.77), (3, 69.86), (1, 474.77), (1, 474.77), (7, 604.51), (1, 474.77), (7, 604.51), (7, 604.51), (3, 69.86), (7, 604.51)
(6, 425.41), (1, 423.19), (2, 548.69), (3, 623.55), (4, 42.72), (5, 669.06), (6, 425.41), (7, 514.77), (1, 423.19), (4, 42.72), (4, 42.72), (4, 42.72), (4, 42.72), (4, 42.72), (2, 548.69), (4, 42.72), (4, 42.72), (2, 548.69), (4, 42.72), (2, 548.69), (4, 42.72), (4, 42.72), (3, 623.55), (4, 42.72), (4, 42.72), (3, 623.55), (4, 42.72), (4, 42.72), (4, 42.72), (4, 42.72), (4, 42.72), (4, 42.72), (7, 514.77), (1, 423.19), (1, 423.19), (1, 423.19), (1, 423.19), (1, 423.19), (6, 425.41), (6, 425.41), (4, 42.72), (6, 425.41), (4, 42.72), (4, 42.72), (7, 514.77), (4, 42.72), (7, 514.77), (7, 514.77), (7, 514.77), (7, 514.77)
(6, 433.04), (1, 314.2), (2, 487.37), (3, 499.0), (4, 98.74), (5, 562.43), (6, 433.04), (7, 429.85), (1, 314.2), (1, 314.2), (1, 314.2), (1, 314.2), (1, 314.2), (1, 314.2), (2, 487.37), (2, 487.37), (2, 487.37), (2, 487.37), (2, 487.37), (2, 487.37), (3, 499.0), (3, 499.0), (3, 499.0), (3, 499.0), (3, 499.0), (3, 499.0), (4, 98.74), (4, 98.74), (4, 98.74), (4, 98.74), (4, 98.74), (4, 98.74), (1, 314.2), (1, 314.2), (1, 314.2), (1, 314.2), (1, 314.2), (1, 314.2), (6, 433.04), (6, 433.04), (4, 98.74), (6, 433.04), (4, 98.74), (4, 98.74), (7, 429.85), (1, 314.2), (7, 429.85), (7, 429.85), (7, 429.85), (7, 429.85)
(6, 450.71), (1, 472.56), (2, 590.77), (3, 663.48), (4, 80.78), (5, 718.03), (6, 450.71), (7, 561.31), (1, 472.56), (4, 80.78), (4, 80.78), (4, 80.78), (4, 80.78), (4, 80.78), (2, 590.77), (4, 80.78), (4, 80.78), (2, 590.77), (4, 80.78), (2, 590.77), (4, 80.78), (4, 80.78), (4, 80.78), (4, 80.78), (4, 80.78), (3, 663.48), (4, 80.78), (4, 80.78), (4, 80.78), (4, 80.78), (4, 80.78), (4, 80.78), (7, 561.31), (1, 472.56), (1, 472.56), (1, 472.56), (1, 472.56), (1, 472.56), (6, 450.71), (6, 450.71), (4, 80.78), (6, 450.71), (4, 80.78), (4, 80.78), (7, 561.31), (4, 80.78), (7, 561.31), (7, 561.31), (7, 561.31), (4, 80.78)
(6, 443.13), (1, 419.84), (2, 556.54), (3, 604.69), (4, 21.02), (5, 667.0), (6, 443.13), (7, 517.75), (4, 21.02), (4, 21.02), (4, 21.02), (4, 21.02), (4, 21.02), (4, 21.02), (2, 556.54), (4, 21.02), (4, 21.02), (2, 556.54), (4, 21.02), (2, 556.54), (4, 21.02), (4, 21.02), (4, 21.02), (4, 21.02), (4, 21.02), (4, 21.02), (4, 21.02), (4, 21.02), (4, 21.02), (4, 21.02), (4, 21.02), (4, 21.02), (4, 21.02), (1, 419.84), (1, 419.84), (1, 419.84), (4, 21.02), (1, 419.84), (6, 443.13), (6, 443.13), (4, 21.02), (4, 21.02), (4, 21.02), (4, 21.02), (7, 517.75), (4, 21.02), (4, 21.02), (4, 21.02), (7, 517.75), (4, 21.02)
(6, 450.98), (1, 403.8), (2, 551.42), (3, 578.81), (4, 5.1), (5, 651.7), (6, 450.98), (7, 507.51), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (3, 578.81), (4, 5.1), (4, 5.1), (3, 578.81), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (1, 403.8), (1, 403.8), (1, 403.8), (4, 5.1), (1, 403.8), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (4, 5.1), (7, 507.51), (4, 5.1), (4, 5.1), (4, 5.1), (7, 507.51), (4, 5.1)
