% number of locations
36
% for each location: node, x, y
0, 0, 0
1, 387, 204
2, 813, 898
3, 738, 591
4, 254, 353
5, 761, 696
6, 469, 246
7, 393, 243
8, 459, 276
9, 435, 260
10, 461, 189
11, 443, 262
12, 878, 1000
13, 840, 930
14, 776, 850
15, 777, 907
16, 740, 876
17, 811, 814
18, 757, 584
19, 758, 591
20, 687, 563
21, 746, 568
22, 703, 592
23, 680, 559
24, 262, 351
25, 239, 208
26, 251, 348
27, 169, 406
28, 253, 362
29, 273, 353
30, 727, 682
31, 727, 774
32, 781, 677
33, 797, 694
34, 831, 708
35, 769, 703
% number of vessels
7
% number of vessel types
3
% for each vesseltype: vessel_id, battery range, operational cost, speed, passenger capacity, fixed cost
1, 2000, 1, 20, 10, 7500 
2, 2750, 2, 22, 15, 15000 
3, 3500, 3.5, 25, 25, 25000 
% number of charging stations
5
% for each charging station: node, x, y
1, 387, 204
2, 813, 898
3, 738, 591
4, 254, 353
5, 761, 696
% number of jobs
30
% for each job: node, crew needed
(1, 92.13), (1, 92.13), (2, 737.18), (3, 437.48), (4, 240.15), (5, 536.44), (1, 92.13), (1, 92.13), (1, 92.13), (1, 92.13), (1, 92.13), (1, 92.13), (2, 737.18), (2, 737.18), (5, 536.44), (5, 536.44), (5, 536.44), (5, 536.44), (3, 437.48), (3, 437.48), (3, 437.48), (3, 437.48), (3, 437.48), (3, 437.48), (4, 240.15), (1, 92.13), (4, 240.15), (4, 240.15), (4, 240.15), (4, 240.15), (3, 437.48), (3, 437.48), (3, 437.48), (3, 437.48), (3, 437.48), (5, 536.44)
(1, 39.46), (1, 39.46), (2, 778.09), (3, 490.03), (4, 177.26), (5, 583.64), (1, 39.46), (1, 39.46), (1, 39.46), (1, 39.46), (1, 39.46), (1, 39.46), (2, 778.09), (2, 778.09), (5, 583.64), (5, 583.64), (5, 583.64), (5, 583.64), (3, 490.03), (3, 490.03), (1, 39.46), (3, 490.03), (3, 490.03), (1, 39.46), (4, 177.26), (1, 39.46), (4, 177.26), (4, 177.26), (4, 177.26), (4, 177.26), (3, 490.03), (5, 583.64), (3, 490.03), (3, 490.03), (3, 490.03), (5, 583.64)
(1, 101.82), (1, 101.82), (2, 715.68), (3, 420.79), (4, 218.98), (5, 517.3), (1, 101.82), (1, 101.82), (1, 101.82), (1, 101.82), (1, 101.82), (1, 101.82), (2, 715.68), (2, 715.68), (5, 517.3), (5, 517.3), (5, 517.3), (5, 517.3), (3, 420.79), (3, 420.79), (3, 420.79), (3, 420.79), (3, 420.79), (3, 420.79), (4, 218.98), (1, 101.82), (4, 218.98), (4, 218.98), (4, 218.98), (4, 218.98), (3, 420.79), (5, 517.3), (3, 420.79), (3, 420.79), (3, 420.79), (5, 517.3)
(1, 73.76), (1, 73.76), (2, 741.57), (3, 448.74), (4, 203.49), (5, 544.4), (1, 73.76), (1, 73.76), (1, 73.76), (1, 73.76), (1, 73.76), (1, 73.76), (2, 741.57), (2, 741.57), (5, 544.4), (5, 544.4), (5, 544.4), (5, 544.4), (3, 448.74), (3, 448.74), (3, 448.74), (3, 448.74), (3, 448.74), (3, 448.74), (4, 203.49), (1, 73.76), (4, 203.49), (4, 203.49), (4, 203.49), (4, 203.49), (3, 448.74), (5, 544.4), (3, 448.74), (3, 448.74), (3, 448.74), (5, 544.4)
(1, 75.5), (1, 75.5), (2, 791.57), (3, 488.19), (4, 264.09), (5, 589.11), (1, 75.5), (1, 75.5), (1, 75.5), (1, 75.5), (1, 75.5), (1, 75.5), (2, 791.57), (2, 791.57), (5, 589.11), (5, 589.11), (5, 589.11), (5, 589.11), (3, 488.19), (3, 488.19), (1, 75.5), (3, 488.19), (3, 488.19), (1, 75.5), (1, 75.5), (1, 75.5), (4, 264.09), (4, 264.09), (4, 264.09), (1, 75.5), (3, 488.19), (3, 488.19), (3, 488.19), (3, 488.19), (3, 488.19), (5, 589.11)
(1, 80.62), (1, 80.62), (2, 735.8), (3, 441.89), (4, 209.77), (5, 538.03), (1, 80.62), (1, 80.62), (1, 80.62), (1, 80.62), (1, 80.62), (1, 80.62), (2, 735.8), (2, 735.8), (5, 538.03), (5, 538.03), (5, 538.03), (5, 538.03), (3, 441.89), (3, 441.89), (3, 441.89), (3, 441.89), (3, 441.89), (3, 441.89), (4, 209.77), (1, 80.62), (4, 209.77), (4, 209.77), (4, 209.77), (4, 209.77), (3, 441.89), (5, 538.03), (3, 441.89), (3, 441.89), (3, 441.89), (5, 538.03)
(2, 120.95), (1, 935.25), (2, 120.95), (3, 432.3), (4, 898.88), (5, 325.74), (2, 120.95), (2, 120.95), (2, 120.95), (2, 120.95), (2, 120.95), (2, 120.95), (2, 120.95), (2, 120.95), (2, 120.95), (2, 120.95), (2, 120.95), (2, 120.95), (5, 325.74), (5, 325.74), (5, 325.74), (5, 325.74), (5, 325.74), (5, 325.74), (2, 120.95), (2, 120.95), (4, 898.88), (2, 120.95), (2, 120.95), (2, 120.95), (2, 120.95), (2, 120.95), (2, 120.95), (2, 120.95), (2, 120.95), (2, 120.95)
(2, 41.87), (1, 855.74), (2, 41.87), (3, 354.01), (4, 822.39), (5, 246.98), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (5, 246.98), (5, 246.98), (5, 246.98), (5, 246.98), (5, 246.98), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87), (2, 41.87)
(4, 720.76), (1, 754.08), (2, 60.61), (3, 261.77), (4, 720.76), (5, 154.73), (5, 154.73), (5, 154.73), (5, 154.73), (5, 154.73), (5, 154.73), (5, 154.73), (2, 60.61), (2, 60.61), (2, 60.61), (2, 60.61), (2, 60.61), (2, 60.61), (5, 154.73), (5, 154.73), (5, 154.73), (5, 154.73), (5, 154.73), (5, 154.73), (4, 720.76), (4, 720.76), (4, 720.76), (5, 154.73), (4, 720.76), (4, 720.76), (5, 154.73), (2, 60.61), (5, 154.73), (5, 154.73), (5, 154.73), (5, 154.73)
(4, 761.87), (1, 803.93), (2, 37.11), (3, 318.4), (4, 761.87), (5, 211.61), (5, 211.61), (5, 211.61), (5, 211.61), (5, 211.61), (5, 211.61), (5, 211.61), (2, 37.11), (2, 37.11), (2, 37.11), (2, 37.11), (2, 37.11), (2, 37.11), (5, 211.61), (5, 211.61), (5, 211.61), (5, 211.61), (5, 211.61), (5, 211.61), (4, 761.87), (4, 761.87), (4, 761.87), (2, 37.11), (4, 761.87), (4, 761.87), (5, 211.61), (2, 37.11), (5, 211.61), (2, 37.11), (2, 37.11), (5, 211.61)
(4, 713.95), (1, 759.07), (2, 76.24), (3, 285.01), (4, 713.95), (5, 181.22), (5, 181.22), (5, 181.22), (5, 181.22), (5, 181.22), (5, 181.22), (5, 181.22), (2, 76.24), (2, 76.24), (2, 76.24), (2, 76.24), (2, 76.24), (2, 76.24), (5, 181.22), (5, 181.22), (5, 181.22), (3, 285.01), (5, 181.22), (5, 181.22), (4, 713.95), (4, 713.95), (4, 713.95), (4, 713.95), (4, 713.95), (4, 713.95), (5, 181.22), (2, 76.24), (5, 181.22), (5, 181.22), (5, 181.22), (5, 181.22)
(4, 723.03), (1, 742.88), (2, 84.02), (3, 234.64), (4, 723.03), (5, 128.16), (5, 128.16), (5, 128.16), (5, 128.16), (5, 128.16), (5, 128.16), (5, 128.16), (2, 84.02), (2, 84.02), (2, 84.02), (2, 84.02), (2, 84.02), (2, 84.02), (5, 128.16), (5, 128.16), (5, 128.16), (5, 128.16), (5, 128.16), (5, 128.16), (4, 723.03), (5, 128.16), (4, 723.03), (5, 128.16), (4, 723.03), (5, 128.16), (5, 128.16), (5, 128.16), (5, 128.16), (5, 128.16), (5, 128.16), (5, 128.16)
(3, 20.25), (1, 530.38), (2, 318.95), (3, 20.25), (4, 553.51), (5, 112.07), (3, 20.25), (3, 20.25), (3, 20.25), (3, 20.25), (3, 20.25), (3, 20.25), (5, 112.07), (5, 112.07), (5, 112.07), (5, 112.07), (5, 112.07), (5, 112.07), (3, 20.25), (3, 20.25), (3, 20.25), (3, 20.25), (3, 20.25), (3, 20.25), (3, 20.25), (3, 20.25), (4, 553.51), (3, 20.25), (3, 20.25), (3, 20.25), (3, 20.25), (5, 112.07), (3, 20.25), (3, 20.25), (3, 20.25), (5, 112.07)
(3, 20.0), (1, 536.11), (2, 311.89), (3, 20.0), (4, 557.37), (5, 105.04), (3, 20.0), (3, 20.0), (3, 20.0), (3, 20.0), (3, 20.0), (3, 20.0), (5, 105.04), (5, 105.04), (5, 105.04), (5, 105.04), (5, 105.04), (5, 105.04), (3, 20.0), (3, 20.0), (3, 20.0), (3, 20.0), (3, 20.0), (3, 20.0), (3, 20.0), (3, 20.0), (4, 557.37), (3, 20.0), (3, 20.0), (3, 20.0), (3, 20.0), (5, 105.04), (3, 20.0), (3, 20.0), (3, 20.0), (5, 105.04)
(1, 467.85), (1, 467.85), (2, 357.91), (3, 58.18), (4, 481.24), (5, 152.2), (3, 58.18), (1, 467.85), (3, 58.18), (3, 58.18), (1, 467.85), (3, 58.18), (5, 152.2), (5, 152.2), (5, 152.2), (5, 152.2), (5, 152.2), (5, 152.2), (3, 58.18), (3, 58.18), (3, 58.18), (3, 58.18), (3, 58.18), (3, 58.18), (4, 481.24), (1, 467.85), (4, 481.24), (4, 481.24), (4, 481.24), (4, 481.24), (3, 58.18), (5, 152.2), (3, 58.18), (3, 58.18), (3, 58.18), (5, 152.2)
(1, 511.25), (1, 511.25), (2, 336.73), (3, 24.35), (4, 536.93), (5, 128.88), (3, 24.35), (3, 24.35), (3, 24.35), (3, 24.35), (3, 24.35), (3, 24.35), (5, 128.88), (5, 128.88), (5, 128.88), (5, 128.88), (3, 24.35), (5, 128.88), (3, 24.35), (3, 24.35), (3, 24.35), (3, 24.35), (3, 24.35), (3, 24.35), (4, 536.93), (3, 24.35), (4, 536.93), (3, 24.35), (4, 536.93), (3, 24.35), (3, 24.35), (3, 24.35), (3, 24.35), (3, 24.35), (3, 24.35), (5, 128.88)
(1, 500.4), (1, 500.4), (2, 325.17), (3, 35.01), (4, 508.65), (5, 119.08), (3, 35.01), (3, 35.01), (3, 35.01), (3, 35.01), (3, 35.01), (3, 35.01), (5, 119.08), (5, 119.08), (5, 119.08), (5, 119.08), (5, 119.08), (5, 119.08), (3, 35.01), (3, 35.01), (3, 35.01), (3, 35.01), (3, 35.01), (3, 35.01), (4, 508.65), (1, 500.4), (4, 508.65), (4, 508.65), (4, 508.65), (4, 508.65), (3, 35.01), (5, 119.08), (3, 35.01), (3, 35.01), (3, 35.01), (5, 119.08)
(1, 460.3), (1, 460.3), (2, 364.16), (3, 66.24), (4, 473.19), (5, 159.15), (3, 66.24), (1, 460.3), (3, 66.24), (3, 66.24), (1, 460.3), (3, 66.24), (5, 159.15), (2, 364.16), (5, 159.15), (5, 159.15), (5, 159.15), (5, 159.15), (3, 66.24), (3, 66.24), (3, 66.24), (3, 66.24), (3, 66.24), (3, 66.24), (4, 473.19), (1, 460.3), (4, 473.19), (4, 473.19), (4, 473.19), (4, 473.19), (3, 66.24), (5, 159.15), (3, 66.24), (3, 66.24), (3, 66.24), (5, 159.15)
(4, 8.25), (1, 192.96), (2, 776.41), (3, 533.08), (4, 8.25), (5, 606.65), (4, 8.25), (4, 8.25), (4, 8.25), (4, 8.25), (1, 192.96), (4, 8.25), (2, 776.41), (2, 776.41), (4, 8.25), (4, 8.25), (4, 8.25), (4, 8.25), (3, 533.08), (3, 533.08), (4, 8.25), (4, 8.25), (4, 8.25), (4, 8.25), (4, 8.25), (4, 8.25), (4, 8.25), (4, 8.25), (4, 8.25), (4, 8.25), (4, 8.25), (4, 8.25), (4, 8.25), (5, 606.65), (5, 606.65), (5, 606.65)
(4, 145.77), (1, 148.05), (2, 897.54), (3, 629.04), (4, 145.77), (5, 714.58), (1, 148.05), (1, 148.05), (1, 148.05), (1, 148.05), (1, 148.05), (1, 148.05), (2, 897.54), (2, 897.54), (4, 145.77), (4, 145.77), (4, 145.77), (5, 714.58), (3, 629.04), (3, 629.04), (1, 148.05), (3, 629.04), (1, 148.05), (1, 148.05), (4, 145.77), (4, 145.77), (4, 145.77), (4, 145.77), (4, 145.77), (4, 145.77), (3, 629.04), (4, 145.77), (3, 629.04), (3, 629.04), (3, 629.04), (5, 714.58)
(4, 5.83), (1, 198.07), (2, 786.35), (3, 544.26), (4, 5.83), (5, 617.42), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (2, 786.35), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (4, 5.83), (5, 617.42)
(4, 100.17), (1, 297.2), (2, 810.43), (3, 598.32), (4, 100.17), (5, 659.21), (4, 100.17), (4, 100.17), (4, 100.17), (4, 100.17), (4, 100.17), (4, 100.17), (2, 810.43), (2, 810.43), (5, 659.21), (2, 810.43), (4, 100.17), (5, 659.21), (3, 598.32), (3, 598.32), (4, 100.17), (3, 598.32), (4, 100.17), (4, 100.17), (4, 100.17), (4, 100.17), (4, 100.17), (4, 100.17), (4, 100.17), (4, 100.17), (4, 100.17), (4, 100.17), (5, 659.21), (5, 659.21), (5, 659.21), (5, 659.21)
(4, 9.06), (1, 207.17), (2, 775.17), (3, 536.35), (4, 9.06), (5, 607.96), (4, 9.06), (4, 9.06), (4, 9.06), (4, 9.06), (4, 9.06), (4, 9.06), (2, 775.17), (2, 775.17), (4, 9.06), (4, 9.06), (4, 9.06), (4, 9.06), (3, 536.35), (3, 536.35), (4, 9.06), (4, 9.06), (4, 9.06), (4, 9.06), (4, 9.06), (4, 9.06), (4, 9.06), (4, 9.06), (4, 9.06), (4, 9.06), (4, 9.06), (4, 9.06), (4, 9.06), (5, 607.96), (5, 607.96), (5, 607.96)
(4, 19.0), (1, 187.61), (2, 767.22), (3, 522.37), (4, 19.0), (5, 596.48), (4, 19.0), (4, 19.0), (4, 19.0), (4, 19.0), (1, 187.61), (4, 19.0), (2, 767.22), (2, 767.22), (4, 19.0), (4, 19.0), (4, 19.0), (5, 596.48), (3, 522.37), (3, 522.37), (4, 19.0), (3, 522.37), (4, 19.0), (4, 19.0), (4, 19.0), (4, 19.0), (4, 19.0), (4, 19.0), (4, 19.0), (4, 19.0), (4, 19.0), (4, 19.0), (3, 522.37), (5, 596.48), (5, 596.48), (5, 596.48)
(4, 576.17), (1, 586.59), (2, 232.49), (3, 91.66), (4, 576.17), (5, 36.77), (3, 91.66), (3, 91.66), (3, 91.66), (3, 91.66), (3, 91.66), (3, 91.66), (2, 232.49), (2, 232.49), (5, 36.77), (5, 36.77), (5, 36.77), (5, 36.77), (3, 91.66), (3, 91.66), (3, 91.66), (3, 91.66), (3, 91.66), (3, 91.66), (4, 576.17), (3, 91.66), (4, 576.17), (4, 576.17), (4, 576.17), (4, 576.17), (5, 36.77), (5, 36.77), (5, 36.77), (5, 36.77), (5, 36.77), (5, 36.77)
(4, 633.22), (1, 663.7), (2, 150.9), (3, 183.33), (4, 633.22), (5, 85.09), (3, 183.33), (5, 85.09), (5, 85.09), (5, 85.09), (3, 183.33), (5, 85.09), (2, 150.9), (2, 150.9), (2, 150.9), (2, 150.9), (2, 150.9), (5, 85.09), (5, 85.09), (5, 85.09), (5, 85.09), (3, 183.33), (5, 85.09), (5, 85.09), (4, 633.22), (4, 633.22), (4, 633.22), (4, 633.22), (4, 633.22), (4, 633.22), (5, 85.09), (5, 85.09), (5, 85.09), (5, 85.09), (5, 85.09), (5, 85.09)
(3, 96.15), (1, 615.6), (2, 223.3), (3, 96.15), (4, 618.63), (5, 27.59), (3, 96.15), (3, 96.15), (3, 96.15), (3, 96.15), (3, 96.15), (3, 96.15), (2, 223.3), (2, 223.3), (5, 27.59), (5, 27.59), (5, 27.59), (5, 27.59), (3, 96.15), (3, 96.15), (3, 96.15), (3, 96.15), (3, 96.15), (3, 96.15), (4, 618.63), (3, 96.15), (4, 618.63), (5, 27.59), (4, 618.63), (3, 96.15), (5, 27.59), (5, 27.59), (5, 27.59), (5, 27.59), (5, 27.59), (5, 27.59)
(3, 118.7), (1, 638.91), (2, 204.63), (3, 118.7), (4, 641.19), (5, 36.06), (3, 118.7), (3, 118.7), (3, 118.7), (3, 118.7), (3, 118.7), (3, 118.7), (2, 204.63), (2, 204.63), (5, 36.06), (2, 204.63), (5, 36.06), (5, 36.06), (3, 118.7), (3, 118.7), (3, 118.7), (3, 118.7), (3, 118.7), (3, 118.7), (5, 36.06), (3, 118.7), (4, 641.19), (5, 36.06), (5, 36.06), (5, 36.06), (5, 36.06), (5, 36.06), (5, 36.06), (5, 36.06), (5, 36.06), (5, 36.06)
(3, 149.46), (1, 671.68), (2, 190.85), (3, 149.46), (4, 677.46), (5, 71.02), (3, 149.46), (3, 149.46), (3, 149.46), (3, 149.46), (3, 149.46), (3, 149.46), (2, 190.85), (2, 190.85), (5, 71.02), (2, 190.85), (5, 71.02), (5, 71.02), (3, 149.46), (3, 149.46), (3, 149.46), (3, 149.46), (3, 149.46), (3, 149.46), (5, 71.02), (3, 149.46), (4, 677.46), (5, 71.02), (5, 71.02), (5, 71.02), (5, 71.02), (5, 71.02), (5, 71.02), (5, 71.02), (5, 71.02), (5, 71.02)
(5, 10.63), (1, 628.43), (2, 199.9), (3, 116.21), (4, 622.68), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (2, 199.9), (2, 199.9), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63), (5, 10.63)
% Distances 
0.0, 437.48, 1211.35, 945.48, 434.89, 1031.28, 529.6, 462.06, 535.59, 506.78, 498.24, 514.68, 1330.75, 1253.2, 1150.95, 1194.31, 1146.72, 1149.05, 956.09, 961.17, 888.22, 937.62, 919.06, 880.27, 438.0, 316.84, 429.07, 439.77, 441.65, 446.25, 996.82, 1061.89, 1033.58, 1056.81, 1091.71, 1041.91
437.48, 0.0, 814.32, 522.47, 199.72, 618.01, 92.13, 39.46, 101.82, 73.76, 75.5, 80.62, 935.25, 855.74, 754.08, 803.93, 759.07, 742.88, 530.38, 536.11, 467.85, 511.25, 500.4, 460.3, 192.96, 148.05, 198.07, 297.2, 207.17, 187.61, 586.59, 663.7, 615.6, 638.91, 671.68, 628.43
1211.35, 814.32, 0.0, 316.03, 780.71, 208.59, 737.18, 778.09, 715.68, 741.57, 791.57, 735.8, 120.95, 41.87, 60.61, 37.11, 76.24, 84.02, 318.95, 311.89, 357.91, 336.73, 325.17, 364.16, 776.41, 897.54, 786.35, 810.43, 775.17, 767.22, 232.49, 150.9, 223.3, 204.63, 190.85, 199.9
945.48, 522.47, 316.03, 0.0, 539.35, 107.49, 437.48, 490.03, 420.79, 448.74, 488.19, 441.89, 432.3, 354.01, 261.77, 318.4, 285.01, 234.64, 20.25, 20.0, 58.18, 24.35, 35.01, 66.24, 533.08, 629.04, 544.26, 598.32, 536.35, 522.37, 91.66, 183.33, 96.15, 118.7, 149.46, 116.21
434.89, 199.72, 780.71, 539.35, 0.0, 612.13, 240.15, 177.26, 218.98, 203.49, 264.09, 209.77, 898.88, 822.39, 720.76, 761.87, 713.95, 723.03, 553.51, 557.37, 481.24, 536.93, 508.65, 473.19, 8.25, 145.77, 5.83, 100.17, 9.06, 19.0, 576.17, 633.22, 618.63, 641.19, 677.46, 622.68
1031.28, 618.01, 208.59, 107.49, 612.13, 0.0, 536.44, 583.64, 517.3, 544.4, 589.11, 538.03, 325.74, 246.98, 154.73, 211.61, 181.22, 128.16, 112.07, 105.04, 152.2, 128.88, 119.08, 159.15, 606.65, 714.58, 617.42, 659.21, 607.96, 596.48, 36.77, 85.09, 27.59, 36.06, 71.02, 10.63
529.6, 92.13, 737.18, 437.48, 240.15, 536.44, 0.0, 76.06, 31.62, 36.77, 57.56, 30.53, 857.79, 778.14, 677.54, 729.24, 685.81, 663.01, 444.06, 450.05, 384.72, 424.75, 417.7, 377.48, 232.11, 233.12, 240.68, 340.0, 245.18, 223.3, 506.62, 587.66, 532.08, 555.24, 586.93, 546.67
462.06, 39.46, 778.09, 490.03, 177.26, 583.64, 76.06, 0.0, 73.79, 45.31, 86.83, 53.49, 899.04, 819.62, 717.73, 767.04, 721.87, 707.65, 498.78, 504.31, 434.55, 479.83, 466.8, 426.88, 169.78, 157.93, 176.6, 277.03, 183.74, 162.79, 551.61, 627.31, 582.15, 605.49, 638.8, 594.12
535.59, 101.82, 715.68, 420.79, 218.98, 517.3, 31.62, 73.79, 0.0, 28.84, 87.02, 21.26, 836.5, 756.89, 655.72, 706.6, 662.54, 642.92, 428.57, 434.31, 366.54, 409.43, 399.24, 359.07, 210.79, 230.27, 220.11, 317.8, 223.23, 201.31, 486.48, 565.53, 514.28, 537.56, 570.09, 527.66
506.78, 73.76, 741.57, 448.74, 203.49, 544.4, 36.77, 45.31, 28.84, 0.0, 75.61, 8.25, 862.47, 782.9, 681.46, 731.83, 687.37, 669.55, 456.79, 462.48, 394.1, 437.7, 426.67, 386.56, 195.47, 202.78, 203.96, 303.43, 208.63, 186.8, 513.17, 591.15, 541.85, 565.15, 597.93, 554.8
498.24, 75.5, 791.57, 488.19, 264.09, 589.11, 57.56, 86.83, 87.02, 75.61, 0.0, 75.19, 911.93, 832.3, 732.22, 784.46, 741.49, 716.33, 493.6, 499.81, 436.98, 474.2, 470.08, 429.95, 256.6, 222.81, 263.4, 363.8, 270.54, 249.48, 560.18, 642.64, 583.56, 606.56, 637.39, 599.22
514.68, 80.62, 735.8, 441.89, 209.77, 538.03, 30.53, 53.49, 21.26, 8.25, 75.19, 0.0, 856.66, 777.07, 675.75, 726.35, 682.06, 663.42, 449.76, 455.48, 387.48, 430.63, 420.12, 379.97, 201.7, 211.03, 210.38, 309.54, 214.71, 192.82, 507.01, 585.49, 535.23, 558.52, 591.15, 548.41
1330.75, 935.25, 120.95, 432.3, 898.88, 325.74, 857.79, 899.04, 836.5, 862.47, 911.93, 856.66, 0.0, 79.65, 181.39, 137.3, 185.53, 197.7, 433.24, 426.24, 476.92, 451.72, 443.95, 483.41, 894.79, 1017.64, 904.56, 924.94, 893.12, 885.8, 352.03, 271.8, 337.25, 316.54, 295.76, 316.37
